fungi_train000001.jpg,Habitat
fungi_train000002.jpg,Habitat
fungi_train000004.jpg,Habitat
fungi_train000006.jpg,Habitat
fungi_train000007.jpg,Habitat
fungi_train000009.jpg,Habitat
fungi_train000010.jpg,Habitat
fungi_train000011.jpg,Habitat
fungi_train000013.jpg,Habitat
fungi_train000014.jpg,Habitat
fungi_train000016.jpg,Habitat
fungi_train000019.jpg,Habitat
fungi_train000020.jpg,Habitat
fungi_train000022.jpg,Habitat
fungi_train000026.jpg,Habitat
fungi_train000027.jpg,Habitat
fungi_train000028.jpg,Habitat
fungi_train000029.jpg,Habitat
fungi_train000030.jpg,Habitat
fungi_train000032.jpg,Habitat
fungi_train000033.jpg,Habitat
fungi_train000034.jpg,Habitat
fungi_train000036.jpg,Habitat
fungi_train000037.jpg,Habitat
fungi_train000038.jpg,Habitat
fungi_train000041.jpg,Habitat
fungi_train000042.jpg,Habitat
fungi_train000043.jpg,Habitat
fungi_train000044.jpg,Habitat
fungi_train000046.jpg,Habitat
fungi_train000047.jpg,Habitat
fungi_train000052.jpg,Habitat
fungi_train000053.jpg,Habitat
fungi_train000055.jpg,Habitat
fungi_train000056.jpg,Habitat
fungi_train000057.jpg,Habitat
fungi_train000058.jpg,Habitat
fungi_train000059.jpg,Habitat
fungi_train000060.jpg,Habitat
fungi_train000061.jpg,Habitat
fungi_train000062.jpg,Habitat
fungi_train000063.jpg,Habitat
fungi_train000064.jpg,Habitat
fungi_train000066.jpg,Habitat
fungi_train000067.jpg,Habitat
fungi_train000069.jpg,Habitat
fungi_train000070.jpg,Habitat
fungi_train000071.jpg,Habitat
fungi_train000072.jpg,Habitat
fungi_train000073.jpg,Habitat
fungi_train000074.jpg,Habitat
fungi_train000075.jpg,Habitat
fungi_train000078.jpg,Habitat
fungi_train000079.jpg,Habitat
fungi_train000080.jpg,Habitat
fungi_train000081.jpg,Habitat
fungi_train000082.jpg,Habitat
fungi_train000083.jpg,Habitat
fungi_train000084.jpg,Habitat
fungi_train000085.jpg,Habitat
fungi_train000086.jpg,Habitat
fungi_train000087.jpg,Habitat
fungi_train000088.jpg,Habitat
fungi_train000089.jpg,Habitat
fungi_train000090.jpg,Habitat
fungi_train000091.jpg,Habitat
fungi_train000093.jpg,Habitat
fungi_train000094.jpg,Habitat
fungi_train000097.jpg,Habitat
fungi_train000098.jpg,Habitat
fungi_train000099.jpg,Habitat
fungi_train000100.jpg,Habitat
fungi_train000101.jpg,Habitat
fungi_train000102.jpg,Habitat
fungi_train000103.jpg,Habitat
fungi_train000105.jpg,Habitat
fungi_train000107.jpg,Habitat
fungi_train000110.jpg,Habitat
fungi_train000111.jpg,Habitat
fungi_train000112.jpg,Habitat
fungi_train000113.jpg,Habitat
fungi_train000116.jpg,Habitat
fungi_train000117.jpg,Habitat
fungi_train000118.jpg,Habitat
fungi_train000119.jpg,Habitat
fungi_train000120.jpg,Habitat
fungi_train000121.jpg,Habitat
fungi_train000124.jpg,Habitat
fungi_train000126.jpg,Habitat
fungi_train000127.jpg,Habitat
fungi_train000128.jpg,Habitat
fungi_train000130.jpg,Habitat
fungi_train000132.jpg,Habitat
fungi_train000133.jpg,Habitat
fungi_train000134.jpg,Habitat
fungi_train000137.jpg,Habitat
fungi_train000138.jpg,Habitat
fungi_train000139.jpg,Habitat
fungi_train000140.jpg,Habitat
fungi_train000143.jpg,Habitat
fungi_train000144.jpg,Habitat
fungi_train000146.jpg,Habitat
fungi_train000147.jpg,Habitat
fungi_train000149.jpg,Habitat
fungi_train000151.jpg,Habitat
fungi_train000152.jpg,Habitat
fungi_train000153.jpg,Habitat
fungi_train000154.jpg,Habitat
fungi_train000155.jpg,Habitat
fungi_train000156.jpg,Habitat
fungi_train000157.jpg,Habitat
fungi_train000158.jpg,Habitat
fungi_train000159.jpg,Habitat
fungi_train000160.jpg,Habitat
fungi_train000161.jpg,Habitat
fungi_train000163.jpg,Habitat
